Date and Time Downloaded : 04/20/2020 10:01:13 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000000193","193","BURGOS RURAL HEALTH UNIT","BURGOS RURAL HEALTH UNIT AND FAMILY PLANNING CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","LA UNION","013300000","BURGOS","013308000","BILIS","013308002","2510"," "," "," ","rhuburgos_lu@yahoo.com"," "," ","DOMINGUEZ","EUGENIA JANE","TELIAKEN","Municipal Health Officer","","",""
"DOH000000000000217","217","EGUIA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","NATIONAL HIGHWAY"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DASOL","015519000","EGUIA","015519004","2411"," "," "," "," "," "," ","ADVINCULA","LUZ","PADRIGO","Rural Health Midwife","","",""
"DOH000000000000243","243","MAPANDAN COMMUNITY HOSPITAL","MAPANDAN MUNICIPAL HOSPITAL","","","Hospital","Government","Local Government Unit","","24 FIRE FREE STREET","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MAPANDAN","015528000","POBLACION","015528014","2429","+63 756320491","","","","","","SABLE","FRANKLIN","A.","Chief of Hospital","With License","Level 1","20"
"DOH000000000000249","249","CARAEL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DAGUPAN CITY","015518000","CARAEL","015518011","2400"," "," "," "," "," "," ","DECANO","JULITA"," ","Rural Health Midwife","","",""
"DOH000000000000250","250","CARAMUTAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","VILLASIS","015547000","CARAMUTAN","015547006","2427"," "," "," "," "," "," ","MACANAS","CAROLINE","M.","Rural Health Midwife","","",""
"DOH000000000000254","254","ILOCOS SUR DISTRICT HOSPITAL - SINAIT","SINAIT DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","NATIONAL HIGHWAY","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","SINAIT","012930000","CURTIN","012930013","2733","+63 777288094","","","","","","AGDEPPA","AMANDO","SISTOZA","Chief of Hospital","With License","Level 1","25"
"DOH000000000000265","265","URDANETA DISTRICT HOSPITAL","DON AMADEO J. PEREZ SR. MEMORIAL GENERAL HOSPITAL","","","Hospital","Government","Local Government Unit","","","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","CITY OF URDANETA","015546000","DILAN PAURIDO","015546018","2428","+63 756325458","","","","","","VILLAR","MARIA VIVIAN","A.","Chief of Hospital","With License","Level 1","110"
"DOH000000000000273","273","REGION I MEDICAL CENTER","","","","Hospital","Government","Department Of Health","","ARELLANO STREET","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DAGUPAN CITY","015518000","PANTAL","015518022","2400","+63 755234103","","","REGION1MC@YAHOO.COM","","","MEJIA","JOSEPH ROLAND","OQUIZA","Medical Director","With License","Level 3","300"
"DOH000000000000280","280","ILOCOS SUR DISTRICT HOSPITAL - SALCEDO","SALCEDO MEDICARE COMMUNITY HOSPITAL","","","Infirmary","Government","Local Government Unit","","","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","SALCEDO (BAUGEN)","012916000","POBLACION SUR","012916018","2711","","","","salcedomedicare@yahoo.com.ph","","","ANAEN","FEDERICO","SUEN","Chief of Hospital","With License","","15"
"DOH000000000000281","281","ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL","MAGSINGAL DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","NATIONAL HIGHWAY","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","MAGSINGAL","012912000","SANTA MONICA","012912038","2730","+63 777263514","","","HOSPITALMAGSINGALDISTRICT@YAHOO.COM","","","TOBIAS","RONALD REMIGIO","TABANGIN","Chief of Hospital","With License","Level 1","25"
"DOH000000000000285","285","C AND H MEDICAL AND SURGICAL CLINIC, INC.","","","","Hospital","Private","","","SADSARAN STREET","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","CITY OF ALAMINOS","015503000","POBLACION","015503021","2404","+63 755515409","","","","","","HUMILDE-CATAMBING","GRACE","G.","Chief of Hospital","With License","Level 1","8"
"DOH000000000000292","292","JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL","","","","Infirmary","Private","","","ZAMORA CORNER RIVERA STREETS","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DAGUPAN CITY","015518000","BARANGAY IV (ZAMORA)","015518004","2400","+63 755223656","","+63 755226301","drjvfmh@gmail.com","","","FERNANDEZ","FERNANDO","DE VENECIA","Medical Director","With License","",""
"DOH000000000000296","296","RECEL MEDICAL CLINIC AND HOSPITAL","","","","Infirmary","Private","","Single Proprietorship","","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","SANTA CATALINA","012923000","POBLACION","012923006","2701","+63 777228401","+63 777228404","","recel_clinic@yahoo.com","","","RECEL, JR.","ESTEBAN","REYNON","Medical Director","With License","",""
"DOH000000000000301","301","DEL CARMEN MEDICAL CLINIC AND HOSPITAL","","","","Hospital","Private","","","MCARTHUR HIGHWAY","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","ROSALES","015531000","CARMEN WEST","015531010","2441","+63 755822416","","","","","","DELOS SANTOS AUSA","REDEN","","Chief of Hospital","With License","Level 1",""
"DOH000000000000307","307","DAGUPAN ORTHOPEDIC CENTER"," "," "," ","Hospital","Private"," "," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DAGUPAN CITY","015518000","TAPUAC","015518031","2400","+63 755230876"," "," "," "," "," ","SABADO","RAUL","FERRER","Medical Director","Without License","",""
"DOH000000000000312","312","AGOO FAMILY HOSPITAL","","","","Hospital","Private","","","MC ARTHUR HIGHWAY","","REGION I (ILOCOS REGION)","010000000","LA UNION","013300000","AGOO","013301000","SAN PEDRO","013301035","2504","+63 727100480","","+63 727100893","docjoe1959@yahoo.com","","","ASPIRAS","JOSE JR.","ESTONILO","Chief of Hospital","With License","Level 1","15"
"DOH000000000000337","337","URDUJA GENERAL HOSPITAL","","","","Infirmary","Private","","","GOVERNOR ANTONIO M. SISON STREET","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","LINGAYEN (Capital)","015522000","POBLACION","015522028","2401","+63 755422946","","","urduja_general_hospital@yahoo.com.ph","","","SORIANO","FERNANDO","PARAGAS","Medical Director","With License","","18"
"DOH000000000000340","340","CUISON HOSPITAL, INC.","CUISON FAMILY CLINIC","","","Hospital","Private","","","BURGOS STREET","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DAGUPAN CITY","015518000","POBLACION OESTE","015518023","2400","+63 755155121","","+63 755221075","CUISONHOSPITALINCORPORATED@YAHOO.COM.PH","","","CUISON","FAUSTO","CATALAN","Medical Director","With License","Level 1",""
"DOH000000000000343","343","PIRA HOSPITAL","","","","Hospital","Private","","Single Proprietorship","NATIONAL HIGHWAY","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","CABUGAO","012905000","RIZAL (POB.)","012905026","2732","+63 777285105","","+63 777285665","PIRAHOSPITAL@YAHOO.COM","","","PIRA","ROMEO","PATI","Medical Director","With License","Level 1","29"
"DOH000000000000351","351","VILLASIS POLYMEDIC HOSPITAL AND TRAUMA CENTER, INC.","","","","Infirmary","Private","","","808 MCARTHUR HIGHWAY ZONE II","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","VILLASIS","015547000","ZONE II (POB.)","015547014","2427","+63 755643888","","","","","","OLIVAR","FRANCISCO","L.","Chief of Hospital","With License","","22"
"DOH000000000000359","359","RESONABLE HOSPITAL","","","","Hospital","Private","","Single Proprietorship","43 MADARANG STREET","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","CITY OF CANDON","012906000","SAN JOSE (POB.)","012906038","2710","+63 777426461","+63 777426462","+63 777426461","mmrcpa@yahoo.com","","","RESONABLE","MAUREEN","MANRIQUE","Medical Director","With License","Level 1","24"
"DOH000000000000364","364","RAMIREZ BAUTISTA MEMORIAL HOSPITAL","OUR LADY OF PURIFICATION DOCTORS HOSPITAL","","","Hospital","Private","","","MABINI STREET","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","BINMALEY","015513000","POBLACION","015513026","2417","+63 755401015","+63 755433408","","","","","BAUTISTA","ARLENE","GARCIA","Chief of Hospital","With License","Level 1","18"
"DOH000000000000365","365","REYES ULEP CLINIC AND HOSPITAL","REYES CLINIC AND HOSPITAL","","","Hospital","Private","","Single Proprietorship","SIMPSON STREET","RUCH BUILDING","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","SANTA MARIA","012926000","LINGSAT","012926018","2705","+63 777325511","","","reyesulepclinicandhospital@gmail.com","","","ULEP","ERWIN","REYES","Medical Director","With License","Level 1","18"
"DOH000000000000370","370","ELGUIRA GENERAL HOSPITAL","","","","Hospital","Private","","","259 RIZAL AVENUE","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","SAN CARLOS CITY","015532000","RIZAL (POB.)","015532075","2420","+63 755324481","","+63 755324481","","","","ELGUIRA","SAMUEL","BAUTISTA","Medical Director","With License","Level 2",""
"DOH000000000000373","373","LUZON MEDICAL CENTER INC.","","","","Hospital","Private","","","329 MCARTHUR HIGHWAY","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DAGUPAN CITY","015518000","TAPUAC","015518031","2400","+63 755291954","+63 755226411","+63 756568965","luzonmedical@gmail.com","","","AQUINO","RENAN","MANGANAAN","Medical Director","With License","Level 2","70"
"DOH000000000000375","375","ALAMINOS DOCTORS HOSPITAL, INC.","","","","Hospital","Private","","","","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","CITY OF ALAMINOS","015503000","BOLANEY","015503007","2404","+63 755515429","+63 755415270","","","","","CARASI","CONSTANTE","R.","Chief of Hospital","With License","Level 1","42"
"DOH000000000000376","376","ST. JAMES HOSPITAL VQR MEDICAL FOUNDATION","ST. JAMES HOSPITAL"," "," ","Hospital","Private"," ","Corporation"," "," ","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","CITY OF VIGAN (Capital)","012934000","PANTAY DAYA","012934022","2700","+63 777222945","+63 777222940"," ","st.jameshospitalvqr@yahoo.com"," "," ","BATTAD","GLENN AGLEO","CACAITAN","Medical Director","With License","",""
"DOH000000000000400","400","LORMA MEDICAL CENTER, INC.","","","","Hospital","Private","","","NATIONAL HIGHWAY","","REGION I (ILOCOS REGION)","010000000","LA UNION","013300000","CITY OF SAN FERNANDO (Capital)","013314000","LINGSAT","013314030","2500","+63 728882616","","+63 722423621","INFO@LORMA.EDU","","","BAUTISTA","MARIO","T.","Chief of Hospital","With License","Level 3","200"
"DOH000000000000413","413","BANEZ HOSPITAL"," "," "," ","Hospital","Private"," "," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","ROSALES","015531000","CARMEN WEST","015531010","2441"," "," "," "," "," "," "," "," "," "," ","Without License","",""
"DOH000000000000431","431","ILOCOS SUR DISTRICT HOSPITAL-BESSANG PASS CERVANTES","BESSANG PASS MEMORIAL HOSPITAL","","","Hospital","Government","Local Government Unit","","NATIONAL ROAD","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","CERVANTES","012908000","ROSARIO (POB.)","012908014","2718","","","","BESSANGPASSMEMORIALHOSPITAL@YAHOO.COM","","","DIASEN","OSEAS","I.","Chief of Hospital","With License","Level 1","25"
"DOH000000000000475","475","DASOL COMMUNITY HOSPITAL","COL. DOMINGO A. VALDEZ MEMORIAL HOSPITAL","","","Hospital","Government","Local Government Unit","","NATIONAL HI-WAY","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","DASOL","015519000","BOBONOT","015519003","2411","","","","","","","GUIANG","EUGENE","E.","Chief of Hospital","With License","Level 1","20"
"DOH000000000000611","611","LAOAG CITY GENERAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION I (ILOCOS REGION)","010000000","ILOCOS NORTE","012800000","LAOAG CITY (Capital)","012812000","BGY. NO. 46, NALBO","012812038","2900","+63 777721806","","+63 777720007","","","","DACUYCUY","FRANCIS MANOLITO","B.","Chief of Hospital","With License","Level 1","50"
"DOH000000000000862","862","MAGSINGAL MUNICIPAL HEALTH OFFICE","MAGSINGAL RURAL HEALTH UNIT"," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","MAGSINGAL","012912000","SANTA MONICA","012912038","2730"," "," "," ","rhumagsingal@yahoo.com"," "," ","TOLENTINO","MA. NILDA RACHELLE","ROMIAS","Municipal Health Officer","","",""
"DOH000000000000864","864","MALASIQUI RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MALASIQUI","015524000","DON PEDRO","015524031","2421","+63 755362832"," "," "," "," "," ","DE GUZMAN","MARLO","PIOLAOAN","Municipal Health Officer","","",""
"DOH000000000000865","865","MANGALDAN RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CENTRO"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MANGALDAN","015526000","BANTAYAN","015526005","2432","+63 755135535"," "," "," "," "," ","RIVERA","OPHELIA","TICSAY","Municipal Health Officer","","",""
"DOH000000000000886","886","QUIRINO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","QUIRINO (ANGKAKI)","012915000","LEGLEG (POB.)","012915007","2721"," "," "," "," "," "," ","FAROL","BRYAN ANTHONY","GASCON","Municipal Health Officer","","",""
"DOH000000000000891","891","BANI MAIN HEALTH CENTER II"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","NATIONAL HIGHWAY"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","BANI","015508000","SAN JOSE","015508019","2407"," "," "," "," "," "," ","PADAMA","TITA","N.","Rural Health Midwife","","",""
"DOH000000000000898","898","CAPULAAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","VILLASIS","015547000","CAPULAAN","015547005","2427","","","","","","","NACINO","FELOMENA","C.","Rural Health Midwife","","",""
"DOH000000000000899","899","CUPANG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","LA UNION","013300000","SANTO TOMAS","013317000","CUPANG","013317009","2505"," "," "," "," "," "," ","BASCAO","MAXIMINA","TAMAYO","Rural Health Midwife","","",""
"DOH000000000000921","921","BANGUI MUNICIPAL HEALTH OFFICE","BANGUI RURAL HEALTH UNIT"," "," ","Rural Health Unit","Government","Local Government Unit"," ","NATIONAL HIGHWAY"," ","REGION I (ILOCOS REGION)","010000000","ILOCOS NORTE","012800000","BANGUI","012804000","SAN LORENZO (POB.)","012804012","2920"," "," "," ","mhobangui@yahoo.com"," "," ","DE GUZMAN","EVANGELINE","RULLODA","Municipal Health Officer","","",""
"DOH000000000000922","922","BINMALEY RURAL HEALTH UNIT I INFIRMARY","BINMALEY RURAL HEALTH UNIT I"," "," ","Rural Health Unit","Government","Local Government Unit"," ","PLAZA RIZAL"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","BINMALEY","015513000","POBLACION","015513026","2417"," "," "," "," "," "," ","MANAOIS","GLADIOLA","M.","Municipal Health Officer","","",""
"DOH000000000000923","923","LINGAYEN RURAL HEALTH UNIT I","LINGAYEN PUERICULTURE"," "," ","Rural Health Unit","Government","Local Government Unit"," ","VICENTE SOLIS STREET"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","LINGAYEN (Capital)","015522000","POBLACION","015522028","2401","+63 755423483"," "," ","ruralhealthunit1_lingayen@yahoo.com"," "," ","BAUTOS","MANUEL","C.","Municipal Health Officer","","",""
"DOH000000000000924","924","MANGALDAN RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","AQUINO STREET"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MANGALDAN","015526000","POBLACION","015526025","2432","+63 755135535"," ","+63 755135467","opal_rivera@yahoo.com"," "," ","RIVERA","OPHELIA","TICSAY","Municipal Health Officer","","",""
"DOH000000000000926","926","NATIVIDAD RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","POBLACION"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","NATIVIDAD","015529000","POBLACION EAST","015529011","2446"," "," "," "," "," "," ","BRIONES","FELIX","COLLADO","Municipal Health Officer","","",""
"DOH000000000000927","927","PAGUDPUD MUNICIPAL HEALTH OFFICE","RURAL HEALTH UNIT - PAGUDPUD","","","Rural Health Unit","Government","Local Government Unit","","","","REGION I (ILOCOS REGION)","010000000","ILOCOS NORTE","012800000","PAGUDPUD","012815000","POBLACION  2","012815013","2919","","","","mho_pagudpud@yahoo.com","","","ZAPANTA","JANICE","DE GUZMAN","Municipal Health Officer","","",""
"DOH000000000000936","936","ALOS BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","CITY OF ALAMINOS","015503000","ALOS","015503001","2404"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000000937","937","AMANCOSILING NORTE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","BAYAMBANG","015511000","AMANCOSILING NORTE","015511003","2423"," "," "," "," "," "," ","CABALLES","TERESITA","L.","Rural Health Midwife","","",""
"DOH000000000000938","938","AMANOAOAC HEALTH FACILITY"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","AGUILA STREET"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MAPANDAN","015528000","AMANOAOAC","015528001","2429"," "," "," "," "," "," ","CUISON","NENE","ZAMBALE","Rural Health Midwife","","",""
"DOH000000000000940","940","ANOLID BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","SENTRO","BARANGAY HALL","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MALASIQUI","015524000","ANOLID","015524006","2421","","","","","","","NEVADO","GLORIA","AUSTRIA","Rural Health Midwife","","",""
"DOH000000000000941","941","APATOT BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","BARANGAY RAOD"," ","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","SAN ESTEBAN","012918000","APATOT","012918002","2706"," "," "," "," "," "," ","CUBAR","MELANIE","QUERUBIN","Rural Health Midwife","","",""
"DOH000000000000942","942","APAYA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MALASIQUI","015524000","APAYA","015524007","2421","+63 755164348"," "," "," "," "," ","BOQUIREN","NICETAS","EVANGELISTA","Rural Health Midwife","","",""
"DOH000000000000943","943","APAYA BARANGAY HEALTH CENTER"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PANDAN AVENUE"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MAPANDAN","015528000","APAYA","015528002","2429"," "," "," "," "," "," ","AQUINO","ROSEMAY","CUISON","Rural Health Midwife","","",""
"DOH000000000000944","944","ARAMAL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","BARANGAY ROAD","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","SAN FABIAN","015533000","ARAMAL","015533004","2433","","","","","","","NABUA","ANSELMA","GAMER","Rural Health Midwife","","",""
"DOH000000000000946","946","ASAN SUR BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","SISON","015541000","ASAN SUR","015541006","2434","","","","","","","DE GUZMAN","CYNTHIA","","","","",""
"DOH000000000000947","947","ASERDA BARANGAY HEALTH CENTER"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","CAIMITO STREET"," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","MAPANDAN","015528000","ASERDA","015528003","2429"," "," "," "," "," "," ","AQUINO","ROSEMAY","CUISON","Rural Health Midwife","","",""
"DOH000000000000949","949","BACAG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","VILLASIS","015547000","BACAG","015547002","2427"," "," "," "," "," "," ","SOLIVEN","CYNTHIA","E.","Rural Health Midwife","","",""
"DOH000000000000950","950","BAGANI TOCGO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION I (ILOCOS REGION)","010000000","ILOCOS SUR","012900000","CITY OF CANDON","012906000","BAGANI TOCGO","012906007","2710","","","","","","","RUBANG","ZOSIMA","ESTABILLO","Rural Health Midwife","","",""
"DOH000000000000952","952","BAGBAG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION I (ILOCOS REGION)","010000000","LA UNION","013300000","BAUANG","013307000","BAGBAG","013307004","2501"," "," "," "," "," "," ","GARCIA","JOCELYN","SORIANO","Rural Health Midwife","","",""
"DOH000000000000955","955","BALANGOBONG BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","ZONE IV","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","BINALONAN","015512000","BALANGOBONG","015512001","2436","","","","","","","LOPEZ","JENNYLYN","MANGAYAYAM","Rural Health Midwife","","",""
"DOH000000000000958","958","BALINGASAY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","PUROK 4","","REGION I (ILOCOS REGION)","010000000","PANGASINAN","015500000","BOLINAO","015514000","BALINGASAY","015514002","2406","","","","","","","MARQUEZ","ELIZABETH","S.","Rural Health Midwife","","",""
