Date and Time Downloaded : 04/20/2020 11:12:26 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000000459","459","COTABATO REGIONAL AND MEDICAL CENTER","COTABATO CITY REGIONAL HOSPITAL","","","Hospital","Government","Department Of Health","","SINSUAT AVENUE","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO CITY (Not a Province)","129800000","COTABATO CITY","129804000","ROSARY HEIGHTS","129804004","9600","+63 644212192","","+63 644212192","","","","YAMBAO","HELEN","P.","Chief of Hospital","With License","Level 3","375"
"DOH000000000000489","489","DR. AMADO B. DIAZ PROVINCIAL FOUNDATION HOSPITAL","","","","Hospital","Government","Local Government Unit","","ROOSEVELT","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","BARANGAY POBLACION 4","124709038","9410","+63 642482346","","","","","","PADER","MA. ROSARIO ISABEL","P","Chief of Hospital","With License","Level 1","50"
"DOH000000000000492","492","CLINICA LUNTAO, INC.","DR. ERVIN B. LUNTAO FAMILY CLINIC AND HOSPITAL","","","Infirmary","Private","","","NATIONAL HIGHWAY","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","SANTO NI?O","126318000","POBLACION","126318006","9509","+63 832351005","","+63 832351005","deblfchospital@yahoo.com","","","LUNTAO","ERVIN","BUNDA","Medical Director","With License","","18"
"DOH000000000000511","511","DR. LUIS P. MALALUAN HOSPITAL","","","","Infirmary","Private","","","85 PEREZ STREET","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","POBLACION","124704032","9400","+63 642881836","","","","","","MALALUAN","PHILBERT","G.","Medical Director","With License","","20"
"DOH000000000000516","516","DR. ROLAND P. DELA CRUZ MEMORIAL HOSPITAL","","","","Infirmary","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","BARANGAY POBLACION 8","124709042","9410","+63 642298421","","","","","","JACOBO","CELBERT","B.","Medical Director","With License","",""
"DOH000000000000578","578","JACALAN HOSPITAL"," "," "," ","Hospital","Private"," "," ","ABADILLA SUBDIVISION"," ","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","CITY OF TACURONG","126511000","POBLACION","126511013","9800","+63 642003432"," "," ","chico_mc6@yahoo.com.ph"," "," ","JACALAN","MARIA CRISTETA","TAMONDONG","Chief of Hospital","Without License","",""
"DOH000000000000589","589","KABACAN MEDICAL SPECIALIST HOSPITAL, INC.","","","","Hospital","Private","","","NATIONAL HIGHWAY","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","KABACAN","124703000","OSIAS","124703014","9407","+63 642482333","","+63 643911414","","","","LEGERE","JENNIFER","T.","Chief of Hospital","With License","Level 1",""
"DOH000000000000590","590","KABACAN POLYMEDIC COOPERATIVE HOSPITAL","","","","Hospital","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","KABACAN","124703000","OSIAS","124703014","9407","+63 642482063","","+63 643911769","","","","QUIAPO","BETTY","G.","Chief of Hospital","With License","Level 1",""
"DOH000000000000596","596","KALAMANSIG MUNICIPAL HOSPITAL","","","","Infirmary","Government","Local Government Unit","","PUROK RANG AY","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","KALAMANSIG","126505000","SANTA MARIA","126505017","9808","+63 642046184","","","","","","URUTIA","IDETTE LUCILLE","SABIO","Chief of Hospital","With License","","10"
"DOH000000000000601","601","DR. CORNELIO T. MARTINEZ SR. MEMORIAL HOSPITAL","KIAMBA DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","DATU DANI STREET","","REGION XII (SOCCSKSA RGEN)","120000000","SARANGANI","128000000","KIAMBA","128003000","POBLACION","128003014","9514","+63 838934142","+63 835094142","","DCMMHOSPITAL@GMAIL.COM","","","BRION","AILEEN","MERCILLA","Chief of Hospital","With License","Level 1","50"
"DOH000000000000602","602","KIDAPAWAN CITY HOSPITAL","","","","Infirmary","Government","Local Government Unit","","QUEZON BOULEVARD","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","POBLACION","124704032","9400","+63 642885029","","","","","","CALICA","TED","","Chief of Hospital","With License","","25"
"DOH000000000000603","603","KIDAPAWAN DOCTORS HOSPITAL INC.","","","","Hospital","Private","","","QUEZON BOULEVARD","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","POBLACION","124704032","9400","+63 642784478","","+63 645774477","","","","MARTINEZ","BRYAN","","Chief of Hospital","With License","Level 2",""
"DOH000000000000604","604","KIDAPAWAN MEDICAL SPECIALIST CENTER, INC.","","","","Hospital","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","SUDAPIN","124704039","9400","+63 645771749","","+63 642881762","","","","MUDANZA","LILY","Y.","Chief of Hospital","With License","Level 2",""
"DOH000000000000610","610","LAKE SEBU COMMUNITY HEALTH CARE COMPLEX (GONO MULUNG)","LAKE SEBU MUNICIPAL HOSPITAL","","","Infirmary","Government","Local Government Unit","","PUROK ROXAS","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","LAKE SEBU","126319000","POBLACION","126319014","9512","","","","","","","ARCEGA","JOEL","A.","Chief of Hospital","With License","","15"
"DOH000000000000612","612","LARIOSA CLINIC AND HOSPITAL","","","","Hospital","Private","","","DIEGO SILANG STREET","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","SURALLAH","126313000","LIBERTAD (POB.)","126313019","9512","+63 832383027","","+63 832383027","ADMIN.LANOSA@GMAIL.COM","","","ARJONA JR.","NICASIO","C.","Chief of Hospital","With License","Level 1",""
"DOH000000000000617","617","MEDICARE COMMUNITY HOSPITAL OF LEBAK","","","","Infirmary","Government","Local Government Unit","","","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","LEBAK","126506000","POBLACION","126506016","9807","","","","","","","LASTIMOSO","HENRY","L.","Chief of Hospital","With License","","15"
"DOH000000000000619","619","MATIAS CLINIC AND HOSPITAL","","","","Hospital","Private","","","NATIONAL HIGHWAY","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","ISULAN (Capital)","126504000","KALAWAG II (POB.)","126504012","9805","+63 642014235","","","","","","MATIAS","ERNESTO","FONTANILLA","Medical Director","With License","Level 1","27"
"DOH000000000000639","639","MAKILALA MEDICAL SPECIALIST HOSPITAL, INC.","","","","Hospital","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAKILALA","124707000","POBLACION","124707029","9401","+63 642682018","","","","","","ABEJO","GIFFORD","B.","Chief of Hospital","With License","Level 1","60"
"DOH000000000000644","644","MANUEL HOSPITAL","","","","Infirmary","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","LANAO","124704015","9400","+63 642881602","","","","","","MANUEL","CESAR","N.","Medical Director","With License","",""
"DOH000000000000668","668","MIDSAYAP COMMUNITY DOCTORS HOSPITAL","","","","Hospital","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","BARANGAY POBLACION 8","124709042","9410","+63 642297667","","","","","","DIZOR","EMILY","C.","Chief of Hospital","With License","Level 1","24"
"DOH000000000000669","669","MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL","","","","Hospital","Private","","","QUEZON AVENUE","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","BARANGAY POBLACION 8","124709042","9410","+63 642297368","","","","","","FLAUTA-LORIA","MARIETTA","B.","Chief of Hospital","With License","Level 1","35"
"DOH000000000000670","670","DR. HERMAN SORONGON SR. HOSPITAL","MIDWAY HOSPITAL","","","Infirmary","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","","","9402","+63 644520217","","+63 642684013","","","","CASTILLO","EUGENE MYRA","L.","Medical Director","With License","",""
"DOH000000000000672","672","MINDANAO MEDICAL CENTER","","","","Hospital","Private","","","L. DACERA AVENUE","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","GENERAL SANTOS CITY (DADIANGAS)","126303000","CITY HEIGHTS","126303034","9500","+63 835533985","","","MINDANAO_MED@YAHOO.COM","","","BAÑAS","JOSEPH CYRIL","O.","Medical Director","With License","Level 2","100"
"DOH000000000000677","677","MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE OF TACURONG","","","","Infirmary","Private","","","ROXAS CORNER ALUNAN AVENUE","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","CITY OF TACURONG","126511000","POBLACION","126511013","9800","+63 642004642","+63 645623016","","mmgh_tacurong@yahoo.com","","","PASCASIO","BELEN","KIMHOKO","Medical Director","With License","",""
"DOH000000000000682","682","NAQUITQUITAN MEDICAL CLINIC AND HOSPITAL","","","","Hospital","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CARMEN","124702000","","","9408","","","","","","","NAQUITQUITAN","ANATHY","","Chief of Hospital","Without License","",""
"DOH000000000000683","683","COTABATO PROVINCIAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","AMAS","124704001","9400","+63 642782070","","","","","","ROLDAN","LILIAN","A.","Chief of Hospital","With License","Level 1","50"
"DOH000000000000684","684","NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY INC.","","","","Hospital","Private","","","SINSUAT AVENUE","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO CITY (Not a Province)","129800000","COTABATO CITY","129804000","ROSARY HEIGHTS","129804004","9600","+63 644122954","","+63 644211643","","","","MERCADO","LYDIA","D.","Chief of Hospital","With License","Level 2","100"
"DOH000000000000730","730","ROEL I. SENADOR MEMORIAL HOSPITAL","TUPI MUNICIPAL HOSPITAL","","","Infirmary","Government","Local Government Unit","","BALAYON STREET, PUROK 3A","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","TUPI","126317000","POBLACION","126317013","9505","+63 838220110","","","RISMAH_18@yahoo.com","","","MARCELINO","MARY JANE","TAMAYO","Chief of Hospital","With License","","18"
"DOH000000000000731","731","ROLDAN MEDICAL CLINIC","","","","Hospital","Private","","","MARCELO H. DEL PILAR STREET","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","POBLACION","124710031","9402","+63 642684028","","","","","","ROLDAN","CECILIA","R.","Medical Director","With License","Level 1","50"
"DOH000000000000733","733","ROMUALDEZ-KATIKU COMMUNITY HOSPITAL","","","","Infirmary","Private","","","","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","PRESIDENT QUIRINO","126510000","ROMUALDEZ","126510018","9804","","","","","","","VALDEZ","LAWRENCE JOSEPH","S.","Medical Director","With License","",""
"DOH000000000000742","742","SACRED HEART MED. SPECIALIST HOSPITAL","SARA MEDICAL CLINIC","","","Infirmary","Private","","","321 JC AVENUE","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MIDSAYAP","124709000","BARANGAY POBLACION 2","124709036","9410","+63 642298401","","","","","","DEQUIÑA","MERNA CYNTHIA","B.","Medical Director","With License","","10"
"DOH000000000000761","761","ST. ELIZABETH HOSPITAL, INC.","","","","Hospital","Private","","","NATIONAL HIGHWAY","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","GENERAL SANTOS CITY (DADIANGAS)","126303000","","","9500","+63 835522122","","","","","","VENERACION","RONALDO","G.","Chief of Hospital","With License","Level 3","248"
"DOH000000000000793","793","DR. ARTURO P. PINGOY MEDICAL CENTER","THE DOCTORS CLINIC AND HOSPITAL, INC.","","","Hospital","Private","","","GENERAL SANTOS DRIVE","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","CITY OF KORONADAL (Capital)","126306000","ZONE IV (POB.)","126306019","9506","+63 832282260","+63 832282202","+63 832282260","dchikoronadal@gmail.com","","","FRANCO","NANETTE","PINGOY","Medical Director","With License","Level 2","65"
"DOH000000000000796","796","UNITED DOCTORS HOSPITAL OF KIDAPAWAN, INC.","","","","Infirmary","Private","","","QUEZON BOULEVARD","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","POBLACION","124704032","9400","+63 642783173","","","","","","PACIFICO","ELMARIE","P.","Medical Director","With License","",""
"DOH000000000001786","1786","MAGPET RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","ALSON'S STREET POBLOACION"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MAGPET","124706000","POBLACION","124706040","9404"," "," "," ","magpetmunicipalhealthoffice@yahoo.com"," "," ","PIMENTEL","FLORILYN","M.","Municipal Health Officer","","",""
"DOH000000000001866","1866","BONTUYAN MEDICAL HOSPITAL, INC.","BONTUYAN MEDICAL CLINIC AND HOSPITAL","","","Hospital","Private","","","B BAYAN SENIOR STREET","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","POLOMOLOK","126312000","POBLACION","126312014","9504","+63 835009343","","","bmchospital1964@yahoo.com","","","BONTUYAN","JUDE","GAMUTIN","Hospital Director","With License","Level 1",""
"DOH000000000001902","1902","ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.","","","","Hospital","Private","","","GENERAL SANTOS DRIVE","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","CITY OF KORONADAL (Capital)","126306000","ZONE III (POB.)","126306018","9506","+63 832243556","","+63 832285037","avmsci@yahoo.com","","","TANZO","GRACE","C.","Chief of Hospital","With License","Level 2","100"
"DOH000000000002118","2118","ISULAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","NATIONAL HIGHWAY"," ","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","ISULAN (Capital)","126504000","KALAWAG III (POB.)","126504013","9805","+63 642013553"," "," ","rhodoraantenor@yahoo.com"," "," ","LAGUDA","LANYFE","RETEARDO","Municipal Health Officer","","",""
"DOH000000000002204","2204","OFFICE OF THE CITY HEALTH  SERVICES","TACURONG CITY HEALTH OFFICE","","","Rural Health Unit","Government","Local Government Unit","","ROXAS AVENUE CORNER BONIFACIO STREET","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","CITY OF TACURONG","126511000","POBLACION","126511013","9800","+63 642005904","","+63 642005904","chotac_08@yahoo.com","","","DELES","GIOVANNI","DOMILE","City Health Officer","","",""
"DOH000000000002278","2278","T'BOLI RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK TANGCO"," ","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","T'BOLI","126316000","POBLACION","126316020","9513","+63 832371010"," ","+63 832371010","mesu_tbolilo@yahoo.com"," "," ","ARMADA","JOSEPHINE","SEROFIA","Municipal Health Officer","","",""
"DOH000000000002307","2307","NORALA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK SAN ROQUE"," ","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","NORALA","126311000","POBLACION","126311013","9508","+63 832341303"," "," ","mesunorala@yahoo.com"," "," ","AMIDO","LANELITA","LANARIA","Municipal Health Officer","","",""
"DOH000000000002312","2312","BABOL GENERAL HOSPITAL","","","","Infirmary","Private","","","252 MAGSAYSAY STREET","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","MATALAM","124708000","POBLACION","124708034","9406","+63 643921204","","","","","","BABOL","JEFF SAMUEL","S.","Medical Director","With License","",""
"DOH000000000002313","2313","M'LANG DOCTORS HOSPITAL, INC.","","","","Hospital","Private","","","M.H. DEL PILAR STREET","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","POBLACION","124710031","9402","+63 642684014","","","","","","PORTAJE","AMIE","C.","Chief of Hospital","With License","Level 1","25"
"DOH000000000002464","2464","M'LANG RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","RIZAL STREET"," ","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","M'LANG","124710000","POBLACION","124710031","9402","+63 642864189"," ","+63 642864189"," "," "," ","SOTEA","GLECERIO","C.","Municipal Health Officer","","",""
"DOH000000000002489","2489","AMOIL CLINIC AND HOSPITAL","","","","Hospital","Private","","","NATIONAL HIGHWAY","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","CITY OF TACURONG","126511000","","","9800","+63 644770053","","+63 644770053","ach051991@gmail.com","","","AYCO","MARY ANN","MONTILLA","Medical Director","Without License","",""
"DOH000000000002499","2499","FR. TULIO FAVALI MUNICIPAL HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","TULUNAN","124714000","POBLACION","124714020","9403","","","","","","","MARASIGAN","SABINO","I.","Chief of Hospital","With License","","10"
"DOH000000000002560","2560","AUGUIS CLINIC AND HOSPITAL","","","","Infirmary","Private","","","32 NORTH OSMENA","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","GENERAL SANTOS CITY (DADIANGAS)","126303000","","","9500","+63 835524911","","+63 835534522","","","","AUGUIS","LOURDES","D.","Medical Director","With License","",""
"DOH000000000002627","2627","ESPERANZA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MUNICIPAL COMPOUND"," ","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","ESPERANZA","126503000","POBLACION","126503022","9806","+63 642026173"," ","+63 642026173","rhuesperanzask@gmail.com","rhuesperanza@gmail.com"," ","LASPIÑAS","GILSON","LAYAWON","Municipal Health Officer","","",""
"DOH000000000002737","2737","SURALLAH MUNICIPAL HEALTH OFFICE","SURALLAH RURAL HEALTH UNIT"," "," ","Rural Health Unit","Government","Local Government Unit"," ","JP LAUREL STREET"," ","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","SURALLAH","126313000","LIBERTAD (POB.)","126313019","9512","+63 832383485"," ","+63 832383485","mesusurallah@yahoo.com"," "," ","CRESPO","NEIL","T.","Municipal Health Officer","","",""
"DOH000000000002753","2753","LABELLA HOSPITAL","","","","Infirmary","Private","","","1ST ROAD","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","GENERAL SANTOS CITY (DADIANGAS)","126303000","CALUMPANG","126303033","9500","+63 835533509","","","","","","LAPAZ-ABELLA","ANA BELLE","","Medical Director","With License","",""
"DOH000000000002762","2762","CRUZADO MEDICAL CLINIC HOSPITAL","","","","Hospital","Private","","","FIDEL FLORES STREET","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","PIKIT","124712000","POBLACION","124712050","9409","","","","","","","CRUZADO","ISABELITA","A.","Chief of Hospital","With License","Level 1","30"
"DOH000000000002794","2794","KIAMBA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","DATU POSIN STREET"," ","REGION XII (SOCCSKSA RGEN)","120000000","SARANGANI","128000000","KIAMBA","128003000","POBLACION","128003014","9514","+63 835094101"," ","+63 835094100"," "," "," ","VALENDEZ","ETHELYN","P.","Municipal Health Officer","","",""
"DOH000000000002831","2831","HERAMIL HOSPITAL","HERAMILS MATERNITY AND CHILD CLINIC","","","Hospital","Private","","","CANNERY ROAD, CITIZENS VILLAGE","","REGION XII (SOCCSKSA RGEN)","120000000","SOUTH COTABATO","126300000","POLOMOLOK","126312000","CANNERY SITE","126312024","9504","+63 835009247","","+63 835009247","heramil_clinic@yahoo.com","","","HERAMIL","WILMA","TOREVILLAS","Medical Director","With License","Level 1","50"
"DOH000000000002850","2850","ALAMADA PROVINCIAL COMMUNITY HOSPITAL","","","","Infirmary","Government","Local Government Unit","","PUROK MAGSAYSAY","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","ALAMADA","124701000","KITACUBONG (POB.)","124701006","9413","","","","","","","POSADA","MARY JOY","P.","Chief of Hospital","With License","","10"
"DOH000000000002962","2962","HOLY NAZARENE CLINIC AND HOSPITAL","","","","Hospital","Private","","","84 VALDEZ STREET","","REGION XII (SOCCSKSA RGEN)","120000000","SULTAN KUDARAT","126500000","ISULAN (Capital)","126504000","KALAWAG II (POB.)","126504012","9805","+63 642013254","","","","","","FIGURACION","SUSIE","M.","Medical Director","With License","Level 1","44"
"DOH000000000002974","2974","ARAKAN VALLEY DISTRICT HOSPITAL","DOROLUMAN RURAL HEALTH UNIT","ARAKAN VALLEY MUNICIPAL HOSPITAL","","Infirmary","Government","Local Government Unit","","","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","ANTIPAS","124715000","MAGSAYSAY","124715006","9414","+63 645230378","","","avdh_antipas@yahoo.com","","","SUNGCAD","JOEL MELTON","VILLAGONZALO","Medical Director","With License","","25"
"DOH000000000003096","3096","DIZON HOSPITAL AND MEDICAL CENTER","DIZON MEDICAL CLINIC AND HOSPITAL","","","Infirmary","Private","","","J.P. LAUREL STREET","","REGION XII (SOCCSKSA RGEN)","120000000","COTABATO (NORTH COTABATO)","124700000","CITY OF KIDAPAWAN (Capital)","124704000","POBLACION","124704032","9400","+63 645771636","","","dizonmedcenter@gmail.com","","","DIZON","DOMINADOR","BRAGANZA","Medical Director","With License","","24"
