Date and Time Downloaded : 04/20/2020 11:28:16 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000001980","1980","ALICIA DISTRICT HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA SIBUGAY","098300000","ALICIA","098301000","POBLACION","098301019","7040","","","","","","","SOTTO","SHEINORINO","D.","Chief of Hospital","With License","","25"
"DOH000000000001985","1985","PIÑAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL NORTE","097200000","PI?AN (NEW PI?AN)","097209000","POBLACION NORTH","097209013","7105"," "," "," ","ricardoawit@yahoo.com"," "," ","AWIT","RICARDO","SARDADILLAS","Municipal Health Officer","","",""
"DOH000000000002018","2018","ISABELA RURAL HEALTH UNIT-NORTH","NORTH HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","CITY OF ISABELA (Not a Province)","099700000","CITY OF ISABELA","099701000","SUNRISE VILLAGE (POB.)","099701049","7300"," "," "," "," "," "," ","CABUG","RAFAEL"," ","City Health Officer","","",""
"DOH000000000002055","2055","DANSULLAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL NORTE","097200000","POLANCO","097210000","DANSULLAN","097210005","7106"," "," "," "," "," "," ","BUTAWAN","CHERILIE","OMISOL","Rural Health Midwife","","",""
"DOH000000000002137","2137","PRES. MANUEL A. ROXAS RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL NORTE","097200000","PRES. MANUEL A. ROXAS","097211000","LANGATIAN","097211006","7102","","","","rhu.roxas@yahoo.com","","","HASSIMAN","SHAHEEDA","TAN","Municipal Health Officer","","",""
"DOH000000000002203","2203","SANGALI MAIN HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","MALASUGAT","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","ZAMBOANGA CITY","097332000","SANGALI","097332073","7000","","","","","","","SUMICAD","MA. ROSELYN","D.","Public Health Nurse","","",""
"DOH000000000002277","2277","CALVARIO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","CITY OF ISABELA (Not a Province)","099700000","CITY OF ISABELA","099701000","CALVARIO","099701011","7300"," "," "," "," "," "," ","SANICO","LUCIA","ARANZA","Rural Health Midwife","","",""
"DOH000000000002292","2292","TIGBAO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK 1"," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","TIGBAO","097344000","TIGBAO","097344016","7043"," "," "," "," "," "," ","DINGLASA","JOANN","TARROZA","Municipal Health Officer","","",""
"DOH000000000002293","2293","MAHAYAG RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","MAHAYAG","097315000","POBLACION (UPPER MAHAYAG)","097315020","7026"," "," "," "," "," "," ","LUMAPAS","WILSON","GODINEZ","Municipal Health Officer","","",""
"DOH000000000002294","2294","TABINA RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","TABINA","097327000","POBLACION","097327013","7034","","","","","","","PASTORIZA","ROBERT","Q.","Municipal Health Officer","","",""
"DOH000000000002309","2309","LABANGAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK GEMELINA"," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","LABANGAN","097312000","LOWER CAMPO ISLAM (POB.)","097312013","7017"," "," "," ","cherylsepada@gmail.com"," "," ","BAGO","CHERYL","SEPADA","Municipal Health Officer","","",""
"DOH000000000002333","2333","DIPOLOG CITY CITY HEALTH OFFICE"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL NORTE","097200000","DIPOLOG CITY (Capital)","097202000","ESTACA (POB.)","097202009","7100","652123400"," "," "," "," "," ","SIGLOS","CECILIO","PALOMARES","City Health Officer","","",""
"DOH000000000002347","2347","PITOGO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","PITOGO","097338000","POBLACION (PITOGO)","097338010","7033"," "," "," "," "," "," ","ALEJANDRA","AVA REBECCA","V.","Municipal Health Officer","","",""
"DOH000000000002355","2355","BORBON GENERAL HOSPITAL, INC.","","","","Hospital","Private","","","44 RIZAL AVENUE","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","PAGADIAN CITY (Capital)","097322000","SANTA LUCIA (POB.)","097322042","7016","+63 622141001","+63 622152630","","","","","BORBON","CRESENCIA","M.","Chief of Hospital","With License","Level 1",""
"DOH000000000002361","2361","SIBUCO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL NORTE","097200000","SIBUCO","097216000","POBLACION","097216018","7122"," "," "," "," "," "," ","EDDING","DERILEEN","DORADA","Municipal Health Officer","","",""
"DOH000000000002452","2452","LILOY INTEGRATED HEALTH DISTRICT HOSPITAL","LILOY MEDICARE COMMUNITY HOSPITAL","","","Infirmary","Government","Local Government Unit","","NATIONAL HIGHWAY","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL NORTE","097200000","LILOY","097206000","BAYBAY (POB.)","097206002","7115","","","","liloyihdhospital2014@yahoo.com","","","HERRERA","NOEL, JR.","CUBIL","Chief of Hospital","With License","","30"
"DOH000000000002490","2490","AMOROSO MEDICAL CLINIC","","","","Infirmary","Private","","","NATIONAL HIGHWAY","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA SIBUGAY","098300000","IMELDA","098304000","POBLACION (SANTA FE)","098304012","7007","+63 622116553","","","","","","ALPUERTO","ORISSA","A.","Medical Director","With License","",""
"DOH000000000002502","2502","ZAMBOANGA DEL SUR MEDICAL CENTER","ZAMBOANGA DEL SUR PROVINCIAL HOSPITAL","","","Hospital","Government","Local Government Unit","","","","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","PAGADIAN CITY (Capital)","097322000","DAO","097322014","7016","622125134","","","","","","CAGAMPANG","ANATALIO, JR.","E.","Chief of Hospital","With License","Level 2","100"
"DOH000000000002558","2558","LAPUYAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IX (ZAMBOANGA PENINSULA)","090000000","ZAMBOANGA DEL SUR","097300000","LAPUYAN","097313000","POBLACION","097313034","7037"," "," "," "," "," "," ","RANUCO","VICKY","EMBUDO","Public Health Nurse","","",""
